rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
221,VGB,British Virgin Islands,North America,31538,31305,30910,29366,27556,20104,15617,11109,9581,151.0,210,0.74%,0.00%
