rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
189,CUW,Curacao,North America,192077,191163,189288,169572,159380,141424,155446,156851,150385,444.0,433,0.48%,0.00%
