rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
19,DEU,Germany,Europe,83294633,83369843,83328988,82073226,81325090,81551677,79370196,77786703,78294583,357114.0,238,-0.09%,1.04%
