rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
102,SLE,Sierra Leone,Africa,8791092,8605718,8233969,7314773,6436698,4584067,4325388,3367477,2778557,71740.0,122,2.15%,0.11%
