rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
184,PYF,French Polynesia,Oceania,308872,306279,301920,291787,283788,250927,211089,163591,117891,4167.0,89,0.85%,0.00%
