rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
31,SDN,Sudan,Africa,48109006,46874204,44440486,38171178,33739933,26298773,21090886,16673586,11305206,1886068.0,26,2.63%,0.60%
