rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
204,DMA,Dominica,North America,73040,72737,71995,70007,68755,68346,69481,72978,68895,751.0,97,0.42%,0.00%
