rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
88,HND,Honduras,North America,10593798,10432860,10121763,9294505,8450933,6656725,5053234,3777990,2782753,112492.0,95,1.54%,0.13%
