rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
227,TUV,Tuvalu,Oceania,11396,11312,11069,10877,10550,9638,9182,7731,5814,26.0,380,0.74%,0.00%
