rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
48,MOZ,Mozambique,Africa,33897354,32969518,31178239,26843246,23073723,17768505,13303459,11413587,8411676,801590.0,43,2.81%,0.42%
