rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
230,MSR,Montserrat,North America,4386,4390,4500,5059,4938,5138,10805,11452,11402,102.0,43,-0.09%,0.00%
