rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
12,JPN,Japan,Asia,123294513,123951692,125244761,127250933,128105431,126803861,123686321,117624196,105416839,377930.0,338,-0.53%,1.54%
