rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
127,OMN,Oman,Asia,4644384,4576298,4543399,4191776,2881914,2344253,1804524,1017462,670693,309500.0,15,1.49%,0.06%
