rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
45,PER,Peru,South America,34352719,34049588,33304756,30711863,29229572,26654439,22109099,17492406,13562371,1285216.0,27,0.89%,0.43%
