rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
53,CMR,Cameroon,Africa,28647293,27914536,26491087,23012646,19878036,15091594,11430520,8519891,6452787,475442.0,61,2.63%,0.36%
