rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
143,QAT,Qatar,Asia,2716391,2695122,2760385,2414573,1713504,645937,441675,277450,118007,11586.0,236,0.79%,0.03%
