rank,cca3,country,continent,2023 population,2022 population,2020 population,2015 population,2010 population,2000 population,1990 population,1980 population,1970 population,area (km²),density (km²),growth rate,world percentage
13,PHL,Philippines,Asia,117337368,115559009,112190977,103031365,94636700,77958223,61558898,48419546,37435586,342353.0,394,1.54%,1.47%
